faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2276,117,DJP1116,DJ-HOM-0117,What is Toilet Bowl Cleaner (500ml)?,"Toilet Bowl Cleaner (500ml) is a product under the HOME CARE category, offered by the brand HomeShine.",general_info,1,Various Documents,N/A,medium
2277,117,DJP1116,DJ-HOM-0117,What is the price and business volume (BV) for Toilet Bowl Cleaner (500ml)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹115.0, and the Business Volume (BV) is 21.0.",pricing,2,Various Documents,N/A,high
2278,117,DJP1116,DJ-HOM-0117,Who should use this?,Consumers interested in HOME CARE solutions provided by Dayjoy.,usage,3,Various Documents,N/A,medium
2279,117,DJP1116,DJ-HOM-0117,Are there specific usage instructions?,Please refer to the product packaging for detailed usage and assembly instructions.,safety,4,Various Documents,N/A,medium
2280,117,DJP1116,DJ-HOM-0117,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2281,117,DJP1116,DJ-HOM-0117,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2282,117,DJP1116,DJ-HOM-0117,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2283,117,DJP1116,DJ-HOM-0117,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2284,117,DJP1116,DJ-HOM-0117,How does it compare to other HOME CARE products?,This product is uniquely formulated under the HomeShine brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2285,117,DJP1116,DJ-HOM-0117,What is the pack size?,This specific item comes in a 500ml pack size.,dosage,10,Various Documents,N/A,medium
2286,117,DJP1116,DJ-HOM-0117,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
