faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
1429,40,DJP1039,DJ-PER-0040,What is Milk Bath Soap (Pack of 3) (100g)?,"Milk Bath Soap (Pack of 3) (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,N/A,medium
1430,40,DJP1039,DJ-PER-0040,What is the price and business volume (BV) for Milk Bath Soap (Pack of 3) (100g)?,"The MRP is ₹225.0, Distributor Price (DP) is ₹150.0, and the Business Volume (BV) is 25.0.",pricing,2,Various Documents,N/A,high
1431,40,DJP1039,DJ-PER-0040,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,N/A,medium
1432,40,DJP1039,DJ-PER-0040,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,N/A,medium
1433,40,DJP1039,DJ-PER-0040,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
1434,40,DJP1039,DJ-PER-0040,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
1435,40,DJP1039,DJ-PER-0040,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
1436,40,DJP1039,DJ-PER-0040,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
1437,40,DJP1039,DJ-PER-0040,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
1438,40,DJP1039,DJ-PER-0040,What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,N/A,medium
1439,40,DJP1039,DJ-PER-0040,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
