faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2122,103,DJP1102,DJ-HEA-0103,What is Super Rich Berry Juice (1 Ltr.)?,"Super Rich Berry Juice (1 Ltr.) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
2123,103,DJP1102,DJ-HEA-0103,What is the price and business volume (BV) for Super Rich Berry Juice (1 Ltr.)?,"The MRP is ₹2999.0, Distributor Price (DP) is ₹1660.0, and the Business Volume (BV) is 740.0.",pricing,2,Various Documents,N/A,high
2124,103,DJP1102,DJ-HEA-0103,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Physical Retardation, Reduced Cognitive abilities, Weakness OR Tiredness, Abnormal Heart Rhythms, High Blood Pressure.",usage,3,Various Documents,N/A,medium
2125,103,DJP1102,DJ-HEA-0103,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
2126,103,DJP1102,DJ-HEA-0103,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2127,103,DJP1102,DJ-HEA-0103,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2128,103,DJP1102,DJ-HEA-0103,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2129,103,DJP1102,DJ-HEA-0103,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2130,103,DJP1102,DJ-HEA-0103,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2131,103,DJP1102,DJ-HEA-0103,What is the pack size?,This specific item comes in a 1 Ltr. pack size.,dosage,10,Various Documents,N/A,medium
2132,103,DJP1102,DJ-HEA-0103,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
