faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
1847,78,DJP1077,DJ-HEA-0078,What is Advanced Calcium Tablets?,"Advanced Calcium Tablets is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
1848,78,DJP1077,DJ-HEA-0078,What is the price and business volume (BV) for Advanced Calcium Tablets?,"The MRP is ₹999.0, Distributor Price (DP) is ₹325.0, and the Business Volume (BV) is 130.0.",pricing,2,Various Documents,N/A,high
1849,78,DJP1077,DJ-HEA-0078,Who should use this product?,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,usage,3,Various Documents,N/A,medium
1850,78,DJP1077,DJ-HEA-0078,Is this a medicine?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
1851,78,DJP1077,DJ-HEA-0078,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
1852,78,DJP1077,DJ-HEA-0078,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
1853,78,DJP1077,DJ-HEA-0078,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
1854,78,DJP1077,DJ-HEA-0078,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
1855,78,DJP1077,DJ-HEA-0078,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
1856,78,DJP1077,DJ-HEA-0078,What is the pack size?,This specific item comes in a nan pack size.,dosage,10,Various Documents,N/A,medium
1857,78,DJP1077,DJ-HEA-0078,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
