faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2078,99,DJP1098,DJ-HEA-0099,What is Orthofix (60 Tab)?,"Orthofix (60 Tab) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
2079,99,DJP1098,DJ-HEA-0099,What is the price and business volume (BV) for Orthofix (60 Tab)?,"The MRP is ₹1199.0, Distributor Price (DP) is ₹825.0, and the Business Volume (BV) is 375.0.",pricing,2,Various Documents,N/A,high
2080,99,DJP1098,DJ-HEA-0099,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Back Pain or Joints Pain, Joint Stiffness & Noises (Crepitations), Inflammation & Swelling, Tenderness, Fatigue.",usage,3,Various Documents,N/A,medium
2081,99,DJP1098,DJ-HEA-0099,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
2082,99,DJP1098,DJ-HEA-0099,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2083,99,DJP1098,DJ-HEA-0099,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2084,99,DJP1098,DJ-HEA-0099,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2085,99,DJP1098,DJ-HEA-0099,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2086,99,DJP1098,DJ-HEA-0099,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2087,99,DJP1098,DJ-HEA-0099,What is the pack size?,This specific item comes in a 60 Tab pack size.,dosage,10,Various Documents,N/A,medium
2088,99,DJP1098,DJ-HEA-0099,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
