faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
1946,87,DJP1086,DJ-HEA-0087,What is Eye Elixir Drops (10ml)?,"Eye Elixir Drops (10ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
1947,87,DJP1086,DJ-HEA-0087,What is the price and business volume (BV) for Eye Elixir Drops (10ml)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹100.0, and the Business Volume (BV) is 42.0.",pricing,2,Various Documents,N/A,high
1948,87,DJP1086,DJ-HEA-0087,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Strain in the Eyes, Tears in the Eyes, Dry Eye, Eye Floaters, Eye Cancer & Tumors.",usage,3,Various Documents,N/A,medium
1949,87,DJP1086,DJ-HEA-0087,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
1950,87,DJP1086,DJ-HEA-0087,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
1951,87,DJP1086,DJ-HEA-0087,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
1952,87,DJP1086,DJ-HEA-0087,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
1953,87,DJP1086,DJ-HEA-0087,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
1954,87,DJP1086,DJ-HEA-0087,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
1955,87,DJP1086,DJ-HEA-0087,What is the pack size?,This specific item comes in a 10ml pack size.,dosage,10,Various Documents,N/A,medium
1956,87,DJP1086,DJ-HEA-0087,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
