faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2089,100,DJP1099,DJ-HEA-0100,What is Orthofix Oil (100ml)?,"Orthofix Oil (100ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
2090,100,DJP1099,DJ-HEA-0100,What is the price and business volume (BV) for Orthofix Oil (100ml)?,"The MRP is ₹525.0, Distributor Price (DP) is ₹325.0, and the Business Volume (BV) is 112.0.",pricing,2,Various Documents,N/A,high
2091,100,DJP1099,DJ-HEA-0100,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Back Pain or Joints Pain, Joint Stiffness & Noises (Crepitations), Inflammation & Swelling, Tenderness, Fatigue.",usage,3,Various Documents,N/A,medium
2092,100,DJP1099,DJ-HEA-0100,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
2093,100,DJP1099,DJ-HEA-0100,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2094,100,DJP1099,DJ-HEA-0100,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2095,100,DJP1099,DJ-HEA-0100,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2096,100,DJP1099,DJ-HEA-0100,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2097,100,DJP1099,DJ-HEA-0100,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2098,100,DJP1099,DJ-HEA-0100,What is the pack size?,This specific item comes in a 100ml pack size.,dosage,10,Various Documents,N/A,medium
2099,100,DJP1099,DJ-HEA-0100,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
