faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2452,133,DJP1132,DJ-AGR-0133,What is JoySpread 80+ Gold (100ml)?,"JoySpread 80+ Gold (100ml) is a product under the AGRICULTURE & VETERINARY category, offered by the brand HappyGrow.",general_info,1,Various Documents,N/A,medium
2453,133,DJP1132,DJ-AGR-0133,What is the price and business volume (BV) for JoySpread 80+ Gold (100ml)?,"The MRP is ₹249.0, Distributor Price (DP) is ₹155.0, and the Business Volume (BV) is 37.0.",pricing,2,Various Documents,N/A,high
2454,133,DJP1132,DJ-AGR-0133,Who should use this product?,Farmers and individuals seeking organic inputs for sustainable farming and crop health.,usage,3,Various Documents,N/A,medium
2455,133,DJP1132,DJ-AGR-0133,Is it safe for organic farming?,"Yes, HappyGrow products are designed to be chemical-free solutions for healthier crops.",safety,4,Various Documents,N/A,medium
2456,133,DJP1132,DJ-AGR-0133,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2457,133,DJP1132,DJ-AGR-0133,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2458,133,DJP1132,DJ-AGR-0133,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2459,133,DJP1132,DJ-AGR-0133,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2460,133,DJP1132,DJ-AGR-0133,How does it compare to other AGRICULTURE & VETERINARY products?,This product is uniquely formulated under the HappyGrow brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2461,133,DJP1132,DJ-AGR-0133,What is the pack size?,This specific item comes in a 100ml pack size.,dosage,10,Various Documents,N/A,medium
2462,133,DJP1132,DJ-AGR-0133,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
