faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
1902,83,DJP1082,DJ-HEA-0083,What is Gas-O-Free (500ml)?,"Gas-O-Free (500ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
1903,83,DJP1082,DJ-HEA-0083,What is the price and business volume (BV) for Gas-O-Free (500ml)?,"The MRP is ₹1399.0, Distributor Price (DP) is ₹865.0, and the Business Volume (BV) is 400.0.",pricing,2,Various Documents,N/A,high
1904,83,DJP1082,DJ-HEA-0083,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Excessive Production of Gastric Acid, Bloating, Gas, Vomiting, Loss of Appetite.",usage,3,Various Documents,N/A,medium
1905,83,DJP1082,DJ-HEA-0083,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
1906,83,DJP1082,DJ-HEA-0083,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
1907,83,DJP1082,DJ-HEA-0083,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
1908,83,DJP1082,DJ-HEA-0083,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
1909,83,DJP1082,DJ-HEA-0083,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
1910,83,DJP1082,DJ-HEA-0083,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
1911,83,DJP1082,DJ-HEA-0083,What is the pack size?,This specific item comes in a 500ml pack size.,dosage,10,Various Documents,N/A,medium
1912,83,DJP1082,DJ-HEA-0083,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
