faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2100,101,DJP1100,DJ-HEA-0101,What is Omega 3-6-9?,"Omega 3-6-9 is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
2101,101,DJP1100,DJ-HEA-0101,What is the price and business volume (BV) for Omega 3-6-9?,"The MRP is ₹999.0, Distributor Price (DP) is ₹500.0, and the Business Volume (BV) is 200.0.",pricing,2,Various Documents,N/A,high
2102,101,DJP1100,DJ-HEA-0101,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Abnormal Heart Rhythms, High Blood Pressure, Chest Pain, Shortness of Breath, Swollen Ankles.",usage,3,Various Documents,N/A,medium
2103,101,DJP1100,DJ-HEA-0101,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
2104,101,DJP1100,DJ-HEA-0101,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2105,101,DJP1100,DJ-HEA-0101,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2106,101,DJP1100,DJ-HEA-0101,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2107,101,DJP1100,DJ-HEA-0101,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2108,101,DJP1100,DJ-HEA-0101,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2109,101,DJP1100,DJ-HEA-0101,What is the pack size?,This specific item comes in a nan pack size.,dosage,10,Various Documents,N/A,medium
2110,101,DJP1100,DJ-HEA-0101,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
