faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
1979,90,DJP1089,DJ-HEA-0090,What is HB+ (500ml)?,"HB+ (500ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
1980,90,DJP1089,DJ-HEA-0090,What is the price and business volume (BV) for HB+ (500ml)?,"The MRP is ₹1399.0, Distributor Price (DP) is ₹865.0, and the Business Volume (BV) is 400.0.",pricing,2,Various Documents,N/A,high
1981,90,DJP1089,DJ-HEA-0090,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Fatigue, Pale or Yellowish Skin, Irregular Heartbeats, Shortness of Breath, Dizziness or Light Headedness.",usage,3,Various Documents,N/A,medium
1982,90,DJP1089,DJ-HEA-0090,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
1983,90,DJP1089,DJ-HEA-0090,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
1984,90,DJP1089,DJ-HEA-0090,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
1985,90,DJP1089,DJ-HEA-0090,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
1986,90,DJP1089,DJ-HEA-0090,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
1987,90,DJP1089,DJ-HEA-0090,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
1988,90,DJP1089,DJ-HEA-0090,What is the pack size?,This specific item comes in a 500ml pack size.,dosage,10,Various Documents,N/A,medium
1989,90,DJP1089,DJ-HEA-0090,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
