faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
1968,89,DJP1088,DJ-HEA-0089,What is HB+ (200ml)?,"HB+ (200ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
1969,89,DJP1088,DJ-HEA-0089,What is the price and business volume (BV) for HB+ (200ml)?,"The MRP is ₹599.0, Distributor Price (DP) is ₹375.0, and the Business Volume (BV) is 160.0.",pricing,2,Various Documents,N/A,high
1970,89,DJP1088,DJ-HEA-0089,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Fatigue, Pale or Yellowish Skin, Irregular Heartbeats, Shortness of Breath, Dizziness or Light Headedness.",usage,3,Various Documents,N/A,medium
1971,89,DJP1088,DJ-HEA-0089,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
1972,89,DJP1088,DJ-HEA-0089,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
1973,89,DJP1088,DJ-HEA-0089,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
1974,89,DJP1088,DJ-HEA-0089,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
1975,89,DJP1088,DJ-HEA-0089,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
1976,89,DJP1088,DJ-HEA-0089,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
1977,89,DJP1088,DJ-HEA-0089,What is the pack size?,This specific item comes in a 200ml pack size.,dosage,10,Various Documents,N/A,medium
1978,89,DJP1088,DJ-HEA-0089,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
