faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2408,129,DJP1128,DJ-AGR-0129,What is Prosperous+ (1 L)?,"Prosperous+ (1 L) is a product under the AGRICULTURE & VETERINARY category, offered by the brand HappyGrow.",general_info,1,Various Documents,N/A,medium
2409,129,DJP1128,DJ-AGR-0129,What is the price and business volume (BV) for Prosperous+ (1 L)?,"The MRP is ₹1499.0, Distributor Price (DP) is ₹999.0, and the Business Volume (BV) is 340.0.",pricing,2,Various Documents,N/A,high
2410,129,DJP1128,DJ-AGR-0129,Who should use this product?,Farmers and individuals seeking organic inputs for sustainable farming and crop health.,usage,3,Various Documents,N/A,medium
2411,129,DJP1128,DJ-AGR-0129,Is it safe for organic farming?,"Yes, HappyGrow products are designed to be chemical-free solutions for healthier crops.",safety,4,Various Documents,N/A,medium
2412,129,DJP1128,DJ-AGR-0129,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2413,129,DJP1128,DJ-AGR-0129,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2414,129,DJP1128,DJ-AGR-0129,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2415,129,DJP1128,DJ-AGR-0129,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2416,129,DJP1128,DJ-AGR-0129,How does it compare to other AGRICULTURE & VETERINARY products?,This product is uniquely formulated under the HappyGrow brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2417,129,DJP1128,DJ-AGR-0129,What is the pack size?,This specific item comes in a 1 L pack size.,dosage,10,Various Documents,N/A,medium
2418,129,DJP1128,DJ-AGR-0129,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
