faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
2056,97,DJP1096,DJ-HEA-0097,What is N-astheal (120 Tab)?,"N-astheal (120 Tab) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,N/A,medium
2057,97,DJP1096,DJ-HEA-0097,What is the price and business volume (BV) for N-astheal (120 Tab)?,"The MRP is ₹2699.0, Distributor Price (DP) is ₹1725.0, and the Business Volume (BV) is 865.0.",pricing,2,Various Documents,N/A,high
2058,97,DJP1096,DJ-HEA-0097,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Running Nose, Headache, Fever, Cough, Sore Throat, Breathlessness.",usage,3,Various Documents,N/A,medium
2059,97,DJP1096,DJ-HEA-0097,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,N/A,medium
2060,97,DJP1096,DJ-HEA-0097,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,N/A,low
2061,97,DJP1096,DJ-HEA-0097,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,N/A,low
2062,97,DJP1096,DJ-HEA-0097,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,N/A,low
2063,97,DJP1096,DJ-HEA-0097,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,N/A,low
2064,97,DJP1096,DJ-HEA-0097,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,N/A,medium
2065,97,DJP1096,DJ-HEA-0097,What is the pack size?,This specific item comes in a 120 Tab pack size.,dosage,10,Various Documents,N/A,medium
2066,97,DJP1096,DJ-HEA-0097,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,N/A,medium
